season,market_spread,actual_margin,away_covers,spot_score,away_revenge,home_lookahead,home_letdown,away_dog_value,home_fatigue,away_sharp_money,away_rlm,away_public_faded,away_slow_pace,home_travel_fatigue
2018,9.9,-2.44,1,0,0,0,0,0,0,0,0,0,0,0
2018,-6.6,6.03,0,8,0,0,0,1,0,1,0,0,0,0
2018,2.8,2.03,1,0,0,0,0,0,0,0,0,0,0,0
2018,-0.6,-11.7,1,9,0,1,0,0,0,0,0,0,1,0
2018,4.6,-4.64,1,4,0,0,0,1,0,0,0,0,0,0
2018,1.6,-3.3,1,0,0,0,0,0,0,0,0,0,0,0
2018,5.2,-6.77,1,4,0,0,0,1,0,0,0,0,0,0
2018,2.5,-6.7,1,13,0,1,0,1,0,1,0,0,0,0
2018,0.6,4.08,0,4,0,0,0,0,0,0,0,0,1,0
2018,0.9,3.04,0,0,0,0,0,0,0,0,0,0,0,0
2018,8.8,4.73,1,4,0,0,0,0,0,1,0,0,0,0
2018,2.1,-4.36,1,4,0,0,0,0,0,0,0,1,0,0
2018,4.9,-1.52,1,9,0,0,1,0,0,0,1,0,0,0
2018,-0.1,4.3,0,9,1,0,0,1,0,0,0,0,0,0
2018,-2.3,-22.86,1,11,0,0,1,1,0,0,0,0,0,1
2018,7.5,-5.57,1,8,0,0,0,1,1,0,0,0,0,0
2018,7.6,5.42,1,0,0,0,0,0,0,0,0,0,0,0
2018,10.6,23.56,0,4,0,0,0,0,0,0,0,1,0,0
2018,3.4,1.37,1,9,0,1,0,0,0,0,0,0,1,0
2018,11.4,18.15,0,0,0,0,0,0,0,0,0,0,0,0
2018,5.3,-4.05,1,0,0,0,0,0,0,0,0,0,0,0
2018,4.4,-10.34,1,9,1,0,1,0,0,0,0,0,0,0
2018,-0.1,5.41,0,3,0,0,0,0,0,0,0,0,0,1
2018,-1.9,-12.81,1,7,0,0,0,0,0,0,0,0,1,1
2018,6.3,3.47,1,8,0,0,0,1,0,0,0,1,0,0
2018,13.1,5.14,1,14,0,1,0,0,0,0,1,1,0,0
2018,1.7,11.26,0,4,0,0,1,0,0,0,0,0,0,0
2018,2.3,14.25,0,4,0,0,0,0,0,0,0,0,1,0
2018,6.1,3.54,1,5,0,0,0,0,0,0,1,0,0,0
2018,10.5,15.65,0,12,1,0,0,0,0,0,0,0,1,1
2018,-2.3,0.82,0,12,1,0,0,0,0,0,0,1,0,1
2018,5.8,-0.84,1,0,0,0,0,0,0,0,0,0,0,0
2018,6.5,26.77,0,5,0,0,0,0,0,0,1,0,0,0
2018,10.3,7.71,1,0,0,0,0,0,0,0,0,0,0,0
2018,5.1,11.64,0,0,0,0,0,0,0,0,0,0,0,0
2018,7.4,5.11,1,0,0,0,0,0,0,0,0,0,0,0
2018,3.3,-14.78,1,9,1,0,0,0,0,0,0,0,1,0
2018,10.8,19.18,0,9,1,0,0,0,0,0,0,1,0,0
2018,-5.1,-29.5,1,13,1,0,1,0,1,0,0,0,0,0
2018,-2.2,-21.33,1,5,0,1,0,0,0,0,0,0,0,0
2018,4.5,5.22,0,9,0,1,1,0,0,0,0,0,0,0
2018,7.3,27.41,0,3,0,0,0,0,0,0,0,0,0,1
2018,8.2,-6.98,1,0,0,0,0,0,0,0,0,0,0,0
2018,3.4,-3.88,1,4,0,0,1,0,0,0,0,0,0,0
2018,-1.6,-15.84,1,4,0,0,0,0,0,0,0,0,1,0
2018,-7.1,24.55,0,0,0,0,0,0,0,0,0,0,0,0
2018,5.3,1.27,1,8,0,0,0,1,1,0,0,0,0,0
2018,3.9,-5.04,1,5,0,0,0,0,0,0,1,0,0,0
2018,-6.8,-28.13,1,7,0,0,0,0,0,0,0,1,0,1
2018,12.2,7.02,1,11,0,0,0,0,1,0,0,1,0,1
2018,3.4,-2.58,1,0,0,0,0,0,0,0,0,0,0,0
2018,3.0,1.53,1,13,0,0,0,1,0,1,1,0,0,0
2018,9.8,12.99,0,4,0,0,0,0,0,0,0,0,1,0
2018,0.6,1.2,0,5,1,0,0,0,0,0,0,0,0,0
2018,4.7,9.29,0,7,0,0,0,0,0,0,0,0,1,1
2018,1.2,-2.03,1,9,0,0,0,0,0,1,1,0,0,0
2018,-0.1,-4.52,1,4,0,0,0,0,1,0,0,0,0,0
2018,-6.8,20.74,0,4,0,0,0,1,0,0,0,0,0,0
2018,6.5,4.74,1,0,0,0,0,0,0,0,0,0,0,0
2018,1.0,0.25,1,4,0,0,0,1,0,0,0,0,0,0
2018,-3.7,-2.96,0,4,0,0,0,1,0,0,0,0,0,0
2018,3.6,0.46,1,9,0,1,0,0,0,1,0,0,0,0
2018,-1.0,-2.2,1,0,0,0,0,0,0,0,0,0,0,0
2018,5.2,1.76,1,12,0,0,1,0,0,1,0,0,1,0
2018,-6.5,-12.19,1,4,0,0,0,1,0,0,0,0,0,0
2018,0.8,-4.22,1,8,0,0,0,0,0,1,0,1,0,0
2018,2.4,-21.91,1,4,0,0,0,0,0,0,0,1,0,0
2018,3.7,13.85,0,5,1,0,0,0,0,0,0,0,0,0
2018,10.1,18.0,0,4,0,0,1,0,0,0,0,0,0,0
2018,4.0,-13.52,1,8,0,0,0,1,0,0,0,0,1,0
2018,2.4,-6.75,1,4,0,0,0,0,0,1,0,0,0,0
2018,2.9,1.82,1,9,1,0,0,0,0,0,0,1,0,0
2018,5.9,-6.11,1,18,1,1,0,1,0,0,0,0,1,0
2018,-5.8,-11.93,1,9,0,0,0,1,0,0,1,0,0,0
2018,8.0,9.93,0,19,0,0,1,1,1,0,0,1,0,1
2018,-3.4,6.08,0,5,1,0,0,0,0,0,0,0,0,0
2018,9.7,4.4,1,8,0,0,0,1,0,0,0,0,1,0
2018,-2.0,5.3,0,4,0,0,0,0,0,0,0,1,0,0
2018,2.0,4.72,0,4,0,0,1,0,0,0,0,0,0,0
2018,11.5,3.32,1,5,0,1,0,0,0,0,0,0,0,0
2018,7.5,-12.57,1,5,1,0,0,0,0,0,0,0,0,0
2018,2.6,-17.14,1,13,0,1,0,0,0,1,0,1,0,0
2018,5.0,6.18,0,5,0,0,0,0,0,0,1,0,0,0
2018,5.0,-4.1,1,17,1,0,1,0,0,0,0,1,1,0
2018,3.2,-10.14,1,11,0,0,0,1,0,1,0,0,0,1
2018,-4.6,15.99,0,0,0,0,0,0,0,0,0,0,0,0
2018,-0.8,-5.17,1,9,0,1,0,0,0,0,0,0,1,0
2018,12.7,-9.73,1,9,0,1,0,0,1,0,0,0,0,0
2018,4.1,-1.08,1,12,0,0,0,0,1,1,0,1,0,0
2018,0.7,2.64,0,4,0,0,0,0,0,0,0,0,1,0
2018,9.8,-1.16,1,8,0,0,0,1,0,0,0,1,0,0
2018,2.8,-5.69,1,4,0,0,1,0,0,0,0,0,0,0
2018,10.4,23.24,0,4,0,0,0,0,0,0,0,0,1,0
2018,8.6,-6.62,1,4,0,0,0,0,1,0,0,0,0,0
2018,4.6,8.07,0,12,0,0,0,1,0,1,0,1,0,0
2018,9.0,5.11,1,5,1,0,0,0,0,0,0,0,0,0
2018,0.0,-7.07,1,4,0,0,0,0,0,1,0,0,0,0
2018,9.4,16.61,0,9,1,0,0,0,1,0,0,0,0,0
2018,2.1,-7.23,1,0,0,0,0,0,0,0,0,0,0,0
2018,-3.8,-15.41,1,8,0,0,0,0,1,1,0,0,0,0
2018,0.0,-1.68,1,0,0,0,0,0,0,0,0,0,0,0
2018,-2.9,-8.04,1,4,0,0,0,0,0,0,0,1,0,0
2018,-1.6,-0.89,0,12,0,0,0,0,1,0,0,1,1,0
2018,6.0,9.32,0,5,0,0,0,0,0,0,1,0,0,0
2018,4.9,-1.94,1,4,0,0,1,0,0,0,0,0,0,0
2018,1.9,5.79,0,4,0,0,0,0,1,0,0,0,0,0
2018,10.0,5.51,1,4,0,0,0,0,0,0,0,0,1,0
2018,7.0,2.29,1,4,0,0,0,0,0,0,0,0,1,0
2018,8.7,0.45,1,16,0,1,1,0,1,0,0,0,0,1
2018,11.2,19.49,0,4,0,0,0,0,0,0,0,1,0,0
2018,11.2,8.32,1,8,0,0,1,0,0,0,0,1,0,0
2018,1.2,-1.52,1,0,0,0,0,0,0,0,0,0,0,0
2018,6.5,1.27,1,4,0,0,0,1,0,0,0,0,0,0
2018,-6.9,-3.89,0,0,0,0,0,0,0,0,0,0,0,0
2018,2.4,-21.59,1,0,0,0,0,0,0,0,0,0,0,0
2018,11.0,13.26,0,5,1,0,0,0,0,0,0,0,0,0
2018,-1.8,-0.85,0,4,0,0,0,0,0,0,0,0,1,0
2018,4.6,-1.17,1,12,0,0,1,0,1,0,0,0,1,0
2018,-0.5,-8.47,1,8,0,0,0,0,0,0,0,1,1,0
2018,0.6,9.32,0,0,0,0,0,0,0,0,0,0,0,0
2018,0.4,4.28,0,5,1,0,0,0,0,0,0,0,0,0
2018,3.5,2.61,1,5,1,0,0,0,0,0,0,0,0,0
2018,9.5,-7.67,1,5,0,0,0,0,0,0,1,0,0,0
2018,7.4,6.21,1,0,0,0,0,0,0,0,0,0,0,0
2018,-3.5,5.57,0,4,0,0,0,0,0,1,0,0,0,0
2018,1.6,-1.64,1,4,0,0,0,1,0,0,0,0,0,0
2018,2.5,-20.86,1,12,0,0,0,1,1,1,0,0,0,0
2018,7.4,16.73,0,9,0,1,0,0,0,0,0,1,0,0
2018,-6.5,0.55,0,10,1,0,0,0,0,0,1,0,0,0
2018,-0.2,6.57,0,0,0,0,0,0,0,0,0,0,0,0
2018,1.5,5.76,0,5,0,0,0,0,0,0,1,0,0,0
2018,8.4,17.7,0,0,0,0,0,0,0,0,0,0,0,0
2018,11.3,8.17,1,13,0,0,0,0,1,1,1,0,0,0
2018,-0.2,-16.02,1,8,0,1,0,0,0,0,0,0,0,1
2018,1.1,15.1,0,9,0,0,1,0,0,0,1,0,0,0
2018,6.1,25.24,0,0,0,0,0,0,0,0,0,0,0,0
2018,8.2,5.36,1,9,1,0,0,0,0,0,0,1,0,0
2018,0.4,6.07,0,4,0,0,0,0,0,1,0,0,0,0
2018,2.0,-2.93,1,5,1,0,0,0,0,0,0,0,0,0
2018,2.1,11.98,0,4,0,0,0,0,0,0,0,0,1,0
2018,1.9,-13.53,1,5,1,0,0,0,0,0,0,0,0,0
2018,4.3,-12.49,1,4,0,0,0,0,0,1,0,0,0,0
2018,8.1,8.95,0,4,0,0,0,0,0,1,0,0,0,0
2018,1.0,16.18,0,4,0,0,0,0,0,0,0,0,1,0
2018,6.4,-0.52,1,7,0,0,0,0,1,0,0,0,0,1
2018,5.6,-23.5,1,5,0,0,0,0,0,0,1,0,0,0
2018,4.0,-8.82,1,9,0,0,0,0,0,0,1,1,0,0
2018,-2.8,-5.24,1,9,1,0,1,0,0,0,0,0,0,0
2018,4.9,8.59,0,0,0,0,0,0,0,0,0,0,0,0
2018,12.2,3.58,1,8,0,0,0,1,0,0,0,1,0,0
2018,1.2,-2.85,1,0,0,0,0,0,0,0,0,0,0,0
2018,2.0,2.46,0,13,0,0,0,0,0,1,1,0,1,0
2018,0.6,5.52,0,9,0,1,0,0,0,1,0,0,0,0
2018,7.4,5.39,1,4,0,0,0,0,0,0,0,1,0,0
2018,10.9,-5.28,1,21,0,1,1,1,0,0,0,1,1,0
2018,-5.6,-4.19,0,5,1,0,0,0,0,0,0,0,0,0
2018,1.7,4.68,0,3,0,0,0,0,0,0,0,0,0,1
2018,6.8,-7.97,1,3,0,0,0,0,0,0,0,0,0,1
2018,1.7,-3.08,1,3,0,0,0,0,0,0,0,0,0,1
2018,1.7,19.52,0,8,0,0,0,1,0,0,0,1,0,0
2018,1.0,-15.76,1,4,0,0,0,0,0,0,0,1,0,0
2018,9.2,17.79,0,4,0,0,0,1,0,0,0,0,0,0
2018,-2.5,8.57,0,0,0,0,0,0,0,0,0,0,0,0
2018,9.4,-10.53,1,4,0,0,0,1,0,0,0,0,0,0
2018,-5.3,-27.84,1,12,0,0,1,1,1,0,0,0,0,0
2018,8.7,-9.76,1,13,1,0,0,1,0,0,0,0,1,0
2018,-0.2,-1.76,1,4,0,0,0,0,0,1,0,0,0,0
2018,9.6,-26.15,1,21,0,0,0,1,0,1,1,1,1,0
2018,1.5,4.15,0,0,0,0,0,0,0,0,0,0,0,0
2018,9.5,-1.1,1,0,0,0,0,0,0,0,0,0,0,0
2018,6.6,17.28,0,0,0,0,0,0,0,0,0,0,0,0
2018,7.3,8.71,0,8,0,0,1,0,0,1,0,0,0,0
2018,9.7,3.73,1,4,0,0,0,0,0,0,0,0,1,0
2018,10.9,6.41,1,7,0,0,1,0,0,0,0,0,0,1
2018,4.3,2.86,1,8,0,0,0,0,1,0,0,1,0,0
2018,5.2,2.32,1,9,1,0,0,0,0,1,0,0,0,0
2018,4.2,11.13,0,4,0,0,0,0,0,0,0,1,0,0
2018,-3.2,11.14,0,9,1,0,0,1,0,0,0,0,0,0
2018,4.3,-3.16,1,0,0,0,0,0,0,0,0,0,0,0
2018,2.1,-1.84,1,4,0,0,0,0,0,0,0,0,1,0
2018,-4.3,-0.36,0,18,0,1,1,0,0,1,1,0,0,0
2018,4.2,-11.81,1,14,1,0,0,1,0,0,1,0,0,0
2018,9.3,17.14,0,0,0,0,0,0,0,0,0,0,0,0
2018,4.2,9.63,0,4,0,0,0,1,0,0,0,0,0,0
2018,3.3,-5.75,1,8,0,0,0,1,0,1,0,0,0,0
2018,3.6,13.73,0,5,0,0,0,0,0,0,1,0,0,0
2018,0.5,5.61,0,4,0,0,0,1,0,0,0,0,0,0
2018,7.4,9.4,0,0,0,0,0,0,0,0,0,0,0,0
2018,-3.1,5.12,0,5,0,1,0,0,0,0,0,0,0,0
2018,9.2,12.73,0,4,0,0,0,0,0,0,0,1,0,0
2018,2.0,12.29,0,8,0,0,0,0,1,0,0,0,1,0
2018,3.5,-13.88,1,5,0,1,0,0,0,0,0,0,0,0
2018,6.7,21.74,0,0,0,0,0,0,0,0,0,0,0,0
2018,4.7,9.08,0,0,0,0,0,0,0,0,0,0,0,0
2018,10.8,-7.6,1,9,0,1,0,0,0,0,0,0,1,0
2018,-0.9,-27.5,1,8,0,0,0,0,0,1,0,1,0,0
2018,12.0,-10.92,1,17,1,0,0,0,0,1,0,1,1,0
2018,0.4,5.28,0,4,0,0,1,0,0,0,0,0,0,0
2018,7.9,22.6,0,0,0,0,0,0,0,0,0,0,0,0
2018,7.3,-15.37,1,11,0,0,0,0,0,0,0,1,1,1
2018,3.4,-3.61,1,0,0,0,0,0,0,0,0,0,0,0
2018,12.5,10.65,1,8,0,0,1,0,0,1,0,0,0,0
2018,7.0,-5.75,1,0,0,0,0,0,0,0,0,0,0,0
2018,-0.4,-1.47,1,0,0,0,0,0,0,0,0,0,0,0
2018,-0.5,-15.17,1,4,0,0,0,0,0,0,0,0,1,0
2018,2.4,-12.92,1,0,0,0,0,0,0,0,0,0,0,0
2018,0.5,-15.19,1,0,0,0,0,0,0,0,0,0,0,0
2018,2.5,-9.9,1,18,1,0,0,1,0,0,1,1,0,0
2018,5.1,8.5,0,4,0,0,1,0,0,0,0,0,0,0
2018,12.8,15.3,0,4,0,0,0,1,0,0,0,0,0,0
2018,14.9,19.35,0,10,1,1,0,0,0,0,0,0,0,0
2018,3.0,1.41,1,4,0,0,0,0,0,0,0,0,1,0
2018,0.1,18.8,0,0,0,0,0,0,0,0,0,0,0,0
2018,5.8,10.86,0,3,0,0,0,0,0,0,0,0,0,1
2018,5.6,-5.76,1,9,0,0,0,0,1,0,1,0,0,0
2018,3.3,-14.5,1,9,0,1,0,1,0,0,0,0,0,0
2018,3.3,10.29,0,8,0,0,0,0,1,0,0,0,1,0
2018,-4.2,-10.65,1,4,0,0,0,1,0,0,0,0,0,0
2018,4.1,6.76,0,0,0,0,0,0,0,0,0,0,0,0
2018,1.8,-16.99,1,0,0,0,0,0,0,0,0,0,0,0
2018,3.9,18.06,0,7,0,0,0,0,0,0,0,0,1,1
2018,3.5,-2.95,1,5,0,0,0,0,0,0,1,0,0,0
2018,4.1,12.36,0,0,0,0,0,0,0,0,0,0,0,0
2018,8.3,-8.24,1,8,0,0,0,0,0,1,0,0,1,0
2018,1.0,-4.86,1,0,0,0,0,0,0,0,0,0,0,0
2018,1.2,-2.27,1,12,0,0,1,1,1,0,0,0,0,0
2018,5.3,16.95,0,9,0,1,0,0,0,0,0,1,0,0
2018,6.0,2.41,1,4,0,0,0,0,0,0,0,0,1,0
2018,6.0,-3.41,1,20,1,0,1,1,0,1,0,0,0,1
2018,-1.9,-4.9,1,17,0,0,0,0,0,1,1,1,1,0
2018,4.4,9.41,0,9,0,1,0,0,0,0,0,0,1,0
2018,7.9,9.98,0,0,0,0,0,0,0,0,0,0,0,0
2018,8.5,31.91,0,8,0,0,0,1,0,0,0,1,0,0
2018,-1.4,-8.82,1,4,0,0,1,0,0,0,0,0,0,0
2018,4.3,-6.11,1,9,0,1,0,0,0,1,0,0,0,0
2018,-0.4,-6.33,1,0,0,0,0,0,0,0,0,0,0,0
2018,1.0,-12.43,1,0,0,0,0,0,0,0,0,0,0,0
2018,-3.4,-15.35,1,4,0,0,0,0,0,1,0,0,0,0
2018,3.0,-21.75,1,9,1,0,0,0,0,0,0,0,1,0
2018,3.0,-7.19,1,4,0,0,1,0,0,0,0,0,0,0
2018,2.1,0.48,1,5,0,0,0,0,0,0,1,0,0,0
2018,-2.6,-16.25,1,4,0,0,1,0,0,0,0,0,0,0
2018,6.8,2.02,1,8,0,0,0,1,0,0,0,0,1,0
2018,13.1,20.1,0,8,0,0,1,0,0,1,0,0,0,0
2018,7.7,-8.69,1,4,0,0,0,0,0,0,0,1,0,0
2018,-0.3,-14.72,1,4,0,0,0,0,0,1,0,0,0,0
2018,4.8,-1.5,1,14,1,0,1,0,0,0,1,0,0,0
2018,2.4,1.46,1,0,0,0,0,0,0,0,0,0,0,0
2018,0.1,-16.37,1,9,0,0,0,0,0,0,1,1,0,0
2018,4.1,-4.01,1,9,0,1,0,1,0,0,0,0,0,0
2018,2.9,18.44,0,4,0,0,1,0,0,0,0,0,0,0
2018,14.2,11.43,1,8,0,0,0,1,0,0,0,1,0,0
2018,-2.0,-16.43,1,11,0,0,0,0,1,0,0,0,1,1
2018,7.7,0.31,1,12,0,0,1,1,1,0,0,0,0,0
2018,8.1,11.32,0,0,0,0,0,0,0,0,0,0,0,0
2018,-4.3,0.48,0,3,0,0,0,0,0,0,0,0,0,1
2018,-4.4,-8.72,1,5,1,0,0,0,0,0,0,0,0,0
2018,3.4,-0.69,1,0,0,0,0,0,0,0,0,0,0,0
2018,11.1,36.03,0,0,0,0,0,0,0,0,0,0,0,0
2018,-1.5,11.62,0,7,0,0,0,0,0,0,0,1,0,1
2018,0.1,-17.7,1,4,0,0,1,0,0,0,0,0,0,0
2018,1.8,4.43,0,0,0,0,0,0,0,0,0,0,0,0
2018,4.4,2.96,1,14,0,1,0,0,0,0,1,1,0,0
2018,2.4,-8.95,1,17,0,1,0,1,1,1,0,0,0,0
2018,-1.1,-18.05,1,4,0,0,0,0,0,0,0,1,0,0
2018,13.1,27.18,0,12,0,0,0,0,1,0,0,1,1,0
2018,-0.4,-7.01,1,0,0,0,0,0,0,0,0,0,0,0
2018,7.1,-0.63,1,12,0,0,0,0,0,1,1,0,0,1
2018,5.1,1.6,1,0,0,0,0,0,0,0,0,0,0,0
2018,3.9,-21.89,1,12,0,0,1,1,0,1,0,0,0,0
2018,2.6,-0.37,1,8,0,1,0,0,0,0,0,0,0,1
2018,-2.4,-21.38,1,8,0,0,0,0,0,1,0,1,0,0
2018,3.5,-1.51,1,0,0,0,0,0,0,0,0,0,0,0
2018,7.9,17.1,0,4,0,0,0,0,1,0,0,0,0,0
2018,7.2,3.03,1,8,0,0,1,0,0,0,0,1,0,0
2018,0.4,9.95,0,4,0,0,0,0,0,1,0,0,0,0
2018,-2.4,-5.98,1,0,0,0,0,0,0,0,0,0,0,0
2018,8.1,14.34,0,8,0,0,0,0,0,1,0,1,0,0
2018,-0.7,-10.07,1,4,0,0,0,1,0,0,0,0,0,0
2018,1.4,9.28,0,12,0,0,1,0,1,0,0,0,1,0
2018,3.8,-1.66,1,5,0,1,0,0,0,0,0,0,0,0
2018,6.0,8.7,0,4,0,0,0,0,0,0,0,1,0,0
2018,7.5,12.51,0,4,0,0,0,0,0,0,0,1,0,0
2018,0.4,-3.06,1,0,0,0,0,0,0,0,0,0,0,0
2018,-5.0,4.2,0,4,0,0,0,0,0,0,0,1,0,0
2018,1.4,14.24,0,18,1,0,0,0,0,1,1,0,1,0
2018,-1.9,-11.96,1,7,0,0,0,0,0,0,0,0,1,1
2018,0.6,-9.14,1,9,0,1,0,0,0,0,0,1,0,0
2018,12.0,-8.18,1,4,0,0,1,0,0,0,0,0,0,0
2018,11.8,30.34,0,0,0,0,0,0,0,0,0,0,0,0
2018,5.9,-12.51,1,14,1,1,0,0,0,0,0,1,0,0
2018,3.8,-12.25,1,4,0,0,0,0,0,1,0,0,0,0
2018,2.7,0.79,1,0,0,0,0,0,0,0,0,0,0,0
2018,8.2,9.12,0,4,0,0,0,0,0,0,0,0,1,0
2018,3.1,-2.71,1,0,0,0,0,0,0,0,0,0,0,0
2018,8.8,24.55,0,5,1,0,0,0,0,0,0,0,0,0
2018,4.9,5.51,0,5,1,0,0,0,0,0,0,0,0,0
2018,8.7,5.78,1,0,0,0,0,0,0,0,0,0,0,0
2018,3.3,5.99,0,5,0,1,0,0,0,0,0,0,0,0
2018,-2.5,-17.94,1,9,0,1,0,0,0,0,0,1,0,0
2018,-3.8,-1.62,0,5,0,0,0,0,0,0,1,0,0,0
2018,2.2,18.53,0,0,0,0,0,0,0,0,0,0,0,0
2018,3.9,6.97,0,12,0,0,0,0,1,1,0,1,0,0
2018,-6.4,-26.86,1,8,0,0,1,0,0,0,0,1,0,0
2018,3.4,5.21,0,4,0,0,0,0,0,0,0,0,1,0
2018,-0.9,-3.55,1,14,1,1,1,0,0,0,0,0,0,0
2018,5.0,23.86,0,0,0,0,0,0,0,0,0,0,0,0
2018,5.9,0.96,1,0,0,0,0,0,0,0,0,0,0,0
2018,2.5,8.41,0,4,0,0,0,0,0,1,0,0,0,0
2018,1.4,-7.21,1,9,0,0,0,0,0,0,1,1,0,0
2018,-5.2,-10.25,1,4,0,0,0,0,0,1,0,0,0,0
2018,2.8,-3.44,1,4,0,0,0,0,0,0,0,0,1,0
2018,-1.5,-4.35,1,5,1,0,0,0,0,0,0,0,0,0
2018,11.8,9.53,1,4,0,0,0,0,0,0,0,1,0,0
2018,1.7,-14.81,1,4,0,0,0,0,0,1,0,0,0,0
2018,8.3,13.54,0,4,0,0,0,0,1,0,0,0,0,0
2018,0.1,10.17,0,4,0,0,0,0,0,1,0,0,0,0
2018,1.9,-5.22,1,5,0,1,0,0,0,0,0,0,0,0
2018,4.3,16.1,0,0,0,0,0,0,0,0,0,0,0,0
2018,6.4,18.99,0,8,0,0,0,0,0,0,1,0,0,1
2018,10.9,-3.7,1,5,0,1,0,0,0,0,0,0,0,0
2018,0.8,2.81,0,4,0,0,0,0,1,0,0,0,0,0
2018,0.1,-5.22,1,0,0,0,0,0,0,0,0,0,0,0
2018,7.3,12.8,0,14,1,0,0,0,0,0,1,1,0,0
2018,5.9,-0.4,1,13,1,0,1,0,0,1,0,0,0,0
2018,9.7,-7.65,1,9,0,0,0,0,0,0,1,1,0,0
2018,5.1,-3.84,1,13,0,1,0,0,0,0,0,1,1,0
2018,2.8,-18.99,1,9,0,0,0,0,0,1,1,0,0,0
2018,1.1,-9.84,1,4,0,0,1,0,0,0,0,0,0,0
2018,3.0,-8.64,1,4,0,0,0,1,0,0,0,0,0,0
2018,0.7,9.26,0,9,0,0,0,0,1,0,1,0,0,0
2018,5.4,12.73,0,0,0,0,0,0,0,0,0,0,0,0
2018,2.0,-2.09,1,4,0,0,0,0,0,0,0,1,0,0
2018,3.5,-7.29,1,0,0,0,0,0,0,0,0,0,0,0
2018,8.8,2.67,1,4,0,0,0,0,0,1,0,0,0,0
2018,6.8,-5.98,1,9,1,0,0,0,0,0,0,0,1,0
2018,-2.3,2.94,0,4,0,0,0,0,0,1,0,0,0,0
2018,5.6,11.61,0,5,0,1,0,0,0,0,0,0,0,0
2018,2.9,8.45,0,0,0,0,0,0,0,0,0,0,0,0
2018,-1.2,7.69,0,12,0,0,1,0,0,1,0,1,0,0
2018,8.0,18.68,0,4,0,0,0,0,1,0,0,0,0,0
2018,6.4,0.29,1,8,0,0,0,1,1,0,0,0,0,0
2018,-3.1,-30.7,1,5,0,0,0,0,0,0,1,0,0,0
2018,8.4,0.47,1,8,0,0,0,1,0,1,0,0,0,0
2018,5.5,3.89,1,4,0,0,0,1,0,0,0,0,0,0
2018,1.8,-9.61,1,21,0,1,0,1,0,1,1,0,0,1
2018,0.5,13.37,0,5,0,1,0,0,0,0,0,0,0,0
2018,-0.4,7.09,0,4,0,0,0,0,0,0,0,1,0,0
2018,6.1,6.93,0,9,1,0,1,0,0,0,0,0,0,0
2018,6.4,19.2,0,0,0,0,0,0,0,0,0,0,0,0
2018,4.5,8.45,0,9,1,0,0,0,1,0,0,0,0,0
2018,3.2,-8.75,1,4,0,0,0,0,0,0,0,1,0,0
2018,-1.1,-2.98,1,5,0,1,0,0,0,0,0,0,0,0
2018,-0.7,-8.1,1,17,0,1,1,0,0,1,0,1,0,0
2018,7.3,2.5,1,4,0,0,1,0,0,0,0,0,0,0
2018,8.0,20.92,0,0,0,0,0,0,0,0,0,0,0,0
2018,-0.9,-15.52,1,5,1,0,0,0,0,0,0,0,0,0
2018,1.0,-5.9,1,4,0,0,0,0,0,1,0,0,0,0
2018,2.6,-0.43,1,9,0,0,0,0,0,0,1,1,0,0
2018,4.5,1.76,1,0,0,0,0,0,0,0,0,0,0,0
2018,5.0,-7.91,1,0,0,0,0,0,0,0,0,0,0,0
2018,-0.1,5.26,0,12,0,1,0,1,0,0,0,0,0,1
2018,10.7,3.31,1,14,1,1,0,0,0,0,0,1,0,0
2018,3.0,1.17,1,17,0,1,0,0,1,0,0,1,1,0
2018,6.4,12.15,0,4,0,0,0,0,0,1,0,0,0,0
2018,2.4,-0.83,1,7,0,0,0,0,0,0,0,1,0,1
2018,1.2,-10.79,1,12,0,0,0,1,1,1,0,0,0,0
2018,-0.5,-5.26,1,5,0,1,0,0,0,0,0,0,0,0
2018,0.8,-11.7,1,8,0,0,0,1,0,0,0,0,1,0
2018,-0.8,-19.7,1,8,0,0,1,0,0,1,0,0,0,0
2018,12.4,1.01,1,5,0,0,0,0,0,0,1,0,0,0
2018,-10.3,-11.65,1,8,0,0,0,1,0,0,0,1,0,0
2018,-2.4,-13.99,1,12,0,0,1,1,0,1,0,0,0,0
2018,5.5,0.59,1,0,0,0,0,0,0,0,0,0,0,0
2019,-1.7,-0.05,0,4,0,0,0,0,1,0,0,0,0,0
2019,-3.7,5.08,0,4,0,0,0,0,0,0,0,0,1,0
2019,2.8,8.34,0,0,0,0,0,0,0,0,0,0,0,0
2019,11.1,10.14,1,0,0,0,0,0,0,0,0,0,0,0
2019,9.5,6.89,1,4,0,0,0,0,1,0,0,0,0,0
2019,8.9,-1.83,1,0,0,0,0,0,0,0,0,0,0,0
2019,0.0,11.45,0,5,0,1,0,0,0,0,0,0,0,0
2019,3.0,9.72,0,13,0,1,0,1,0,0,0,1,0,0
2019,-2.7,-5.86,1,9,0,0,0,1,0,0,1,0,0,0
2019,-0.3,-6.74,1,5,0,1,0,0,0,0,0,0,0,0
2019,-1.7,-25.25,1,12,0,0,0,1,1,0,0,1,0,0
2019,1.9,23.0,0,0,0,0,0,0,0,0,0,0,0,0
2019,8.8,3.82,1,0,0,0,0,0,0,0,0,0,0,0
2019,10.7,-2.79,1,4,0,0,0,0,0,0,0,1,0,0
2019,5.5,-6.04,1,4,0,0,0,1,0,0,0,0,0,0
